text,intent
"Is there an extra charge for large bags on jeepneys in Legazpi?",fare_inquiry  
"How much is the fare for a full jeepney loop around Legazpi?",fare_inquiry  
"What’s the cost of a trip from Albay Astrodome to Embarcadero?",fare_inquiry  
"Do I need exact change for fare payments in Legazpi jeepneys?",fare_inquiry  
"How much is the fare from Legazpi to the ATV Mayon Lava Trail?",fare_inquiry  
"Is the student discount available on all Legazpi jeepney routes?",fare_inquiry  
"How much should I budget for daily jeepney rides in Legazpi?",fare_inquiry  
"How much is the surcharge for carrying cargo on a jeepney in Legazpi?",fare_inquiry  
"What’s the fare if I travel from Legazpi to Naga?",fare_inquiry  
"Are fares different for Daraga-bound and Legazpi-bound jeepneys?",fare_inquiry  
"Tell me the fare from Penaranda Park to Bicol University.",fare_inquiry  
"How much is the fare from SM Legazpi to Legazpi Boulevard?",fare_inquiry  
"What’s the rate for a one-way jeepney ride from Legazpi to Tabaco?",fare_inquiry  
"Are jeepney fares different for locals and tourists in Legazpi?",fare_inquiry  
"How much does a night trip from Daraga to Legazpi cost?",fare_inquiry  
"Is there a peak-hour fare increase in Legazpi jeepneys?",fare_inquiry  
"Tell me the fare for a long-distance jeepney ride in Albay.",fare_inquiry  
"How much is the additional charge for riding past the minimum fare distance?",fare_inquiry  
"Are there government-regulated fare caps for Legazpi jeepneys?",fare_inquiry  
"What’s the penalty for non-payment of fare on a Legazpi jeepney?",fare_inquiry  
"How much does a jeepney ride from Legazpi to Donsol cost?",fare_inquiry  
"Tell me the fare for a direct trip from Legazpi to Bacacay.",fare_inquiry  
"Are fares the same for all jeepneys in Albay?",fare_inquiry  
"How much does a ride cost from Legazpi Grand Terminal to Old Albay?",fare_inquiry  
"Do modernized jeepneys charge higher fares than traditional ones in Legazpi?",fare_inquiry  
"How much is the fare from Legazpi to Misibis Bay?",fare_inquiry  
"Tell me the cost of a ride from the airport to downtown Legazpi.",fare_inquiry  
"What’s the base fare for traditional jeepneys in Legazpi?",fare_inquiry  
"Do students get discounts on all public transport in Legazpi?",fare_inquiry  
"Can you tell me the best route to the city center?",route_finder
"What's the fastest route to the train station?",route_finder
"How do I get to the airport from here?",route_finder
"Give me directions to the nearest hospital.",route_finder
"How can I reach the university by bus?",route_finder
"What's the shortest way to the shopping mall?",route_finder
"Show me the route to the beach.",route_finder
"How do I get to the museum by metro?",route_finder
"What's the easiest way to reach the old market?",route_finder
"Find me a route to the park.",route_finder
"How can I get to the hotel from the airport?",route_finder
"Tell me how to reach the local library.",route_finder
"What's the best way to get to the theater?",route_finder
"Can you give me the route to the cultural center?",route_finder
"How do I reach the stadium by jeepney?",route_finder
"What's the best route to the central square?",route_finder
"Give me directions to the pier.",route_finder
"How can I get to the university campus?",route_finder
"How do I find my way to the nearest station?",route_finder
"Show me the route to the harbor.",route_finder
"What's the quickest way to the downtown area?",route_finder
"How do I reach the bus terminal from here?",route_finder
"What's the fastest route to the community center?",route_finder
"Find me the route to the nearest hotel.",route_finder
"Can you show me how to get to the tourist office?",route_finder
"How do I reach the central library?",route_finder
"Give me directions to the art gallery.",route_finder
"How can I get to the airport express terminal?",route_finder
"What's the route to the city museum?",route_finder
"Find me a route to the botanical garden.",route_finder
"Show me the best way to the concert hall.",route_finder
"How do I get to the closest pharmacy?",route_finder
"What's the way to the next town?",route_finder
"How can I reach the nearest shopping district?",route_finder
"Can you tell me how to get to the post office?",route_finder
"How do I navigate to the nearest metro station?",route_finder
"What's the best route to the train depot?",route_finder
"How do I reach the convention center?",route_finder
"Show me the path to the main square.",route_finder
"What's the easiest way to the sports arena?",route_finder
"How can I get to the marina?",route_finder
"Find me the best route to the closest landmark.",route_finder
"How do I reach the ferry terminal?",route_finder
"What's the way to the observatory?",route_finder
"Show me how to get to the aquarium.",route_finder
"How can I reach the farmers' market?",route_finder
"Tell me the route to the zoo.",route_finder
"What's the fastest way to the science center?",route_finder
"Find me the route to the historical district.",route_finder
"How do I get to the nearest tourist attraction?",route_finder
"What's the best way to reach the theater district?",route_finder
"Show me how to get to the amusement park.",route_finder
"How can I reach the convention hotel?",route_finder
"What's the route to the botanical park?",route_finder
"Give me directions to the government office.",route_finder
"How do I navigate to the town hall?",route_finder
"Show me the best way to the fitness center.",route_finder
"How can I get to the night market?",route_finder
"What's the quickest route to the financial district?",route_finder
"How do I reach the hiking trail?",route_finder
"Can you give me directions to the sports complex?",route_finder
"How can I reach the nearest bus stop?",route_finder
"What's the way to the pier for the ferry?",route_finder
"Show me how to reach the central plaza.",route_finder
"How do I get to the tech park?",route_finder
"What's the best route to the cruise terminal?",route_finder
"Find me the way to the nearest tourist spot.",route_finder
"How can I reach the old cathedral?",route_finder
"What's the fastest way to the university entrance?",route_finder
"Give me the route to the trade fair.",route_finder
"How do I get to the science park?",route_finder
"What's the shortest path to the exhibition center?",route_finder
"How do I navigate to the tourist hub?",route_finder
"Find me the best way to the craft market.",route_finder
"How can I reach the lookout tower?",route_finder
"Show me the route to the gallery district.",route_finder
"What's the easiest way to the transport terminal?",route_finder
"How do I get to the embassy?",route_finder
"Find me a route to the nearest food court.",route_finder
"What's the way to the visitor center?",route_finder
"Show me how to reach the temple.",route_finder
"How can I get to the tourist pier?",route_finder
"What's the quickest route to the medical center?",route_finder
"How do I navigate to the shopping promenade?",route_finder
"Tell me the route to the public library.",route_finder
"What's the way to the ferry boarding area?",route_finder
"Find me the route to the monastery.",route_finder
"How can I get to the research institute?",route_finder
"What's the fastest route to the trade district?",route_finder
"Show me the way to the closest park entrance.",route_finder
"How do I find my way to the main market?",route_finder
"What's the best way to reach the nearest tourist destination?",route_finder
"Show me the route to the city council building.",route_finder
"How can I get to the central bus depot?",route_finder
"Find me a route to the nearest cinema.",route_finder
"How do I reach the railway station?",route_finder
"What's the fastest way to the regional airport?",route_finder
"Tell me how to reach the old town.",route_finder
"Show me directions to the food court.",route_finder
"How do I get to the department store?",route_finder
"What's the quickest way to the mountain trail?",route_finder
"Can you guide me to the downtown mall?",route_finder
"How do I navigate to the conference center?",route_finder
"What's the route to the public garden?",route_finder
"How do I get to the music festival grounds?",route_finder
"Show me how to reach the nearest town center.",route_finder
"How do I find my way to the river dock?",route_finder
"What's the best way to get to the trade center?",route_finder
"How can I get to the immigration office?",route_finder
"Give me directions to the market square.",route_finder
"How do I reach the concert venue?",route_finder
"What's the fastest route to the bus station?",route_finder
"Find me a path to the local tourist spot.",route_finder
"How can I reach the sports complex?",route_finder
"How do I get to the scenic lookout?",route_finder
"What's the way to the nearest monument?",route_finder
"Can you tell me how to reach the local cafe?",route_finder
"Show me the route to the amusement park entrance.",route_finder
"How do I reach the historical monument?",route_finder
"What's the quickest way to the commercial district?",route_finder
"How do I find my way to the city archives?",route_finder
"Show me the path to the aquarium entrance.",route_finder
"How can I reach the nearest walking trail?",route_finder
"What's the easiest way to get to the hilltop park?",route_finder
"How do I get to the local police station?",route_finder
"Find me the route to the art museum.",route_finder
"What's the best way to the exhibition hall?",route_finder
"Show me how to get to the festival grounds.",route_finder
"How do I navigate to the botanical conservatory?",route_finder
"What's the quickest path to the ferry landing?",route_finder
"How can I reach the city monument?",route_finder
"What's the fastest way to the farmers' market?",route_finder
"Give me directions to the art center.",route_finder
"How do I get to the nearest rest area?",route_finder
"Find me a route to the landmark fountain.",route_finder
"What's the best route to the town square?",route_finder
"How do I find my way to the tourist bus stop?",route_finder
"Show me how to get to the heritage museum.",route_finder
"What's the way to the observation deck?",route_finder
"How can I get to the crafts village?",route_finder
"What's the shortest path to the main street?",route_finder
"How do I get to the university library?",route_finder
"Find me the way to the historic pier.",route_finder
"What's the best route to the city entrance?",route_finder
"Show me the path to the nearest gas station.",route_finder
"How can I reach the community market?",route_finder
"What's the easiest route to the metro interchange?",route_finder
"How do I get to the nearest visitor hub?",route_finder
"Show me the way to the marina dock.",route_finder
"What's the fastest route to the picnic area?",route_finder
"How do I navigate to the nearest car park?",route_finder
"Find me directions to the old theater.",route_finder
"How can I reach the street food area?",route_finder
"Show me the route to the mountain lodge.",route_finder
"How do I get to the exhibition center?",route_finder
"What's the way to the cathedral?",route_finder
"Find me the path to the old train station.",route_finder
"What's the quickest way to the hiking base?",route_finder
"How do I navigate to the dockside?",route_finder
"Show me how to reach the city art gallery.",route_finder
"What's the route to the convention hotel?",route_finder
"How can I reach the harbor view point?",route_finder
"Find me directions to the community plaza.",route_finder
"What's the way to the visitor information center?",route_finder
"How do I reach the national park entrance?",route_finder
"Show me the fastest way to the tram stop.",route_finder
"How can I get to the heritage square?",route_finder
"What's the best route to the city park?",route_finder
